"Agrostis_castellana" "Agrostis_pourretii" "Aira_cupaniana" "Alopecurus_arundinaceus" "Alopecurus_geniculatus" "Alyssum_granatense" "Andryala_integrifolia" "Anthemis_arvensis" "Anthoxanthum_aristatum" "Anthoxanthum_ovatum" "Aphanes_microcarpa" "Arrhenatherum_album" "Asterolinon_linum.stellatum" "Astragalus_pelecinus" "Avena_barbata" "Bellis_perennis" "Brassica_barrelieri" "Briza_minor" "Bromus_hordeaceus" "Bromus_tectorum" "Capsella_bursa.pastoris" "Carex_divisa" "Carum_verticillatum" "Centaurea_collina" "Centranthus_calcitrapae" "Cerastium_glomeratum" "Cerastium_pentandrum" "Cerastium_semidecandrum" "Chamaemelum_nobile" "Convolvulus_arvensis" "Coronilla_repanda" "Crassula_tillaea" "Crepis_capillaris" "Crepis_vesicaria" "Cynodon_dactylon" "Cynosurus_cristatus" "Cytisus_scoparius" "Dactylis_glomerata" "Daucus_carota" "Dipcadi_serotinum" "Echium_plantagineum" "Erodium_botrys" "Erodium_ciconium" "Erodium_cicutarium" "Eryngium_campestre" "Euphorbia_exigua" "Festuca_ampla" "Festuca_rothmalierii" "Filago_pyramidata" "Galium_parissiense" "Gaudinia_fragilis" "Geranium_molle" "Halimium_umbellatum" "Helianthemum_aegyptiacum" "Herniaria_glabra" "Herniaria_hirsuta" "Hieracium_pilosella" "Holcus_lanatus" "Holcus_setiglumis" "Hordeum_marinum" "Hymenocarpos_lotoides" "Hypericum_perforatum" "Hypochaeris_glabra" "Hypochaeris_radicata" "Isolepis_setacea" "Jasione_montana" "Juncus_bufonius" "Juncus_capitatus" "Juncus_squarrosus" "Lathyrus_angulatus" "Lavandula_stoechas" "Leontodon_taraxacoides" "Leontodon_tuberosus" "Linaria_spartea" "Linum_bienne" "Logfia_gallica" "Logfia_minima" "Lotus_corniculatus" "Lupinus_hispanicus" "Mentha_pulegium" "Merendera_bulbocodium" "Merendera_filifolia" "Merendera_pyrenaica" "Mibora_minima" "Micropyrum_tenellum" "Moenchia_erecta" "Montia_fontana" "Muscari_comosum" "Nardus_stricta" "Ornithopus_compressus" "Ornithopus_perpusillus" "Parentucellia_latifolia" "Petrorhagia_prolifera" "Plantago_bellardii" "Plantago_coronopus" "Plantago_lagopus" "Plantago_lanceolata" "Plantago_loeflingii" "Poa_annua" "Poa_bulbosa" "Poa_infirma" "Ranunculus_bulbosus" "Ranunculus_paludosus" "Ranunculus_trilobus" "Ranunculus_tuberosus" "Romulea_bulbocodium" "Rumex_acetosella" "Rumex_acetosella_ssp_angiocarpus" "Rumex_bucephalophorus" "Sanguisorba_officinalis" "Scleranthus_annuus" "Scleranthus_delorti" "Senecio_jacobaea" "Serapias_lingua" "Sherardia_arvensis" "Silene_gallica" "Silene_scabriflora" "Sisymbrium_officinale" "Spergula_arvensis" "Spergula_pentandra" "Spergularia_purpurea" "Spergularia_rubra" "Stellaria_media" "Stipa_lagascae" "Teesdalia_coronopifolia" "Thapsia_villosa" "Tolpis_barbata" "Trifolium_arvense" "Trifolium_campestre" "Trifolium_cernuum" "Trifolium_cherleri" "Trifolium_dubium" "Trifolium_gemellum" "Trifolium_glomeratum" "Trifolium_micranthum" "Trifolium_ornithopodioides" "Trifolium_repens" "Trifolium_resupinatum" "Trifolium_striatum" "Trifolium_strictum" "Trifolium_subterraneum" "Trifolium_suffocatum" "Veronica_arvensis" "Vicia_lathyroides" "Vulpia_ciliata" "Vulpia_m" "Xolantha_guttata"
"NH004" 0.302663438256659 0 0 0.0314769975786925 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00968523002421308 0 0 0 0 0 0 0.217917675544794 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00484261501210654 0 0 0 0 0 0.0314769975786925 0 0 0 0 0 0 0.121065375302663 0.00968523002421308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12590799031477 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00484261501210654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0314769975786925 0 0.0314769975786925 0 0 0 0.0411622276029056 0 0 0 0 0 0 0 0 0 0.036319612590799 0
"NH005" 0.161410018552876 0 0 0.0278293135435993 0 0 0 0 0 0 0 0 0 0 0 0.0241187384044527 0 0 0.0723562152133581 0 0 0.0241187384044527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00371057513914657 0 0 0 0 0 0.0278293135435993 0 0 0 0 0 0 0.205936920222635 0.00371057513914657 0 0 0 0 0 0 0 0 0.0241187384044527 0 0 0 0 0 0 0 0 0.0723562152133581 0 0 0 0 0.0315398886827458 0 0 0 0 0 0 0 0 0.0723562152133581 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482374768089054 0 0.0686456400742115 0 0.0241187384044527 0.0482374768089054 0.00742115027829314 0 0 0.00371057513914657 0.0241187384044527 0 0 0 0 0 0.0241187384044527 0
"NH006" 0.161410018552876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.166975881261596 0 0 0 0 0 0 0 0 0 0.0723562152133581 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00371057513914657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0278293135435993 0 0 0 0 0 0 0 0.051948051948052 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0278293135435993 0 0 0 0.23191094619666 0 0 0 0 0.00371057513914657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00371057513914657 0 0 0 0.051948051948052 0.0927643784786642 0.051948051948052 0 0 0.0241187384044527 0 0 0 0 0 0 0.0278293135435993 0
"NH007" 0.0182328190743338 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0210378681626928 0 0 0.0729312762973352 0 0 0.0364656381486676 0 0 0 0 0 0 0 0 0 0 0 0 0.280504908835905 0 0 0 0 0 0 0 0 0 0 0 0 0.0701262272089762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00280504908835905 0.00280504908835905 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0364656381486676 0 0 0 0.0546984572230014 0 0 0 0 0.00280504908835905 0 0 0 0 0 0 0 0 0.0364656381486676 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0392706872370267 0 0.0182328190743338 0 0.00280504908835905 0.0729312762973352 0.231416549789621 0 0 0 0 0 0 0 0 0 0 0
"NH008" 0.0248565965583174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.217973231357553 0 0 0 0 0 0 0 0 0 0.00382409177820268 0 0 0 0 0 0.361376673040153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00382409177820268 0 0 0 0 0 0.0286806883365201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0325047801147228 0 0.212237093690249 0 0 0 0 0.0286806883365201 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00382409177820268 0 0 0 0 0 0 0 0 0 0 0 0.0535372848948375 0 0 0 0 0.00382409177820268 0.0248565965583174 0 0 0 0 0 0 0 0 0 0 0
"MOS001" 0 0 0 0 0 0 0 0 0 0 0.00271739130434783 0 0 0.00271739130434783 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00815217391304348 0 0 0 0 0 0 0.00271739130434783 0 0 0 0.00271739130434783 0.0353260869565217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00543478260869565 0 0 0 0 0 0 0 0 0.0380434782608696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0176630434782609 0 0.0203804347826087 0 0.611413043478261 0 0 0 0 0 0 0 0.150815217391304 0 0 0.00271739130434783 0 0 0 0 0 0 0 0.00271739130434783 0 0.0176630434782609 0 0 0 0 0 0.00271739130434783 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0557065217391304 0 0 0 0 0.0203804347826087 0
"MOS002" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0125 0 0.01875 0 0 0 0 0 0 0 0 0.053125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00625 0 0 0 0.046875 0 0 0 0.0125 0 0.81875 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00625 0 0 0 0 0 0 0 0 0.0125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00625 0.00625
"MOS003" 0 0 0 0 0 0 0.005249343832021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005249343832021 0 0 0 0 0 0 0 0 0 0 0 0.005249343832021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005249343832021 0 0.228346456692913 0 0 0 0 0 0 0 0 0 0 0.005249343832021 0 0.005249343832021 0.005249343832021 0 0 0 0 0 0 0 0 0.005249343832021 0 0 0 0.0446194225721785 0 0 0 0.0446194225721785 0 0 0 0 0 0.433070866141732 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005249343832021 0 0.005249343832021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005249343832021 0 0.073490813648294 0.102362204724409 0.015748031496063
"MOS004" 0.00386100386100386 0 0 0 0 0 0.00386100386100386 0.00386100386100386 0 0 0.00386100386100386 0 0 0 0 0 0.0250965250965251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00386100386100386 0 0 0 0 0 0 0.00386100386100386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00386100386100386 0 0.0328185328185328 0 0 0 0 0 0 0 0 0.0328185328185328 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00772200772200772 0 0 0 0.00772200772200772 0.028957528957529 0 0 0 0 0.604247104247104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1003861003861 0 0 0 0 0 0 0 0 0.00772200772200772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0965250965250965 0.028957528957529
"MOS005" 0 0 0 0 0 0 0.0041407867494824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0041407867494824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0269151138716356 0 0.031055900621118 0 0 0 0 0 0 0 0 0.0269151138716356 0 0 0 0 0 0 0 0 0 0 0.0041407867494824 0 0 0 0 0 0 0 0 0 0 0 0.0041407867494824 0 0 0 0 0.62111801242236 0 0 0 0 0 0 0 0.0766045548654244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031055900621118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0041407867494824 0.0579710144927536 0.107660455486542
"MOS006" 0 0 0 0 0 0 0 0.00719424460431655 0 0 0.00359712230215827 0 0 0 0 0 0 0 0.156474820143885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00359712230215827 0 0 0.00359712230215827 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00359712230215827 0 0 0.00359712230215827 0 0.0233812949640288 0.0899280575539568 0 0 0 0.674460431654676 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00359712230215827 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.026978417266187 0
"MOS007" 0 0 0 0 0 0 0.00415800415800416 0 0 0 0 0 0 0.00415800415800416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00415800415800416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00415800415800416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0582120582120582 0 0 0 0 0.0582120582120582 0 0 0 0 0.77962577962578 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00415800415800416 0 0 0 0 0 0 0 0 0 0 0 0 0.00831600831600831 0 0 0 0 0 0.00831600831600831 0 0 0 0 0.00415800415800416 0 0 0 0 0 0 0.00831600831600831 0.0540540540540541
"MOS008" 0 0 0 0 0 0 0 0.00586510263929619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00293255131964809 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0190615835777126 0 0.00586510263929619 0 0 0 0 0 0 0 0 0.0249266862170088 0 0 0 0.00293255131964809 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00293255131964809 0.0190615835777126 0 0 0 0.0571847507331378 0 0 0 0 0.549853372434018 0 0 0 0 0 0 0 0 0 0 0.00293255131964809 0 0 0 0 0 0 0 0.0249266862170088 0 0 0 0 0 0 0 0 0 0 0 0.0410557184750733 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.218475073313783 0.0219941348973607
"MOS009" 0 0 0 0 0 0 0 0.010989010989011 0 0 0.00366300366300366 0 0 0 0.00366300366300366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00366300366300366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0311355311355311 0 0 0 0 0 0 0 0 0.0274725274725275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0274725274725275 0 0 0 0 0.0750915750915751 0 0 0 0 0.686813186813187 0 0 0 0 0 0 0 0.0677655677655678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00366300366300366 0 0 0 0.00366300366300366 0.0476190476190476 0.00732600732600733
