plot,site,latitude,longitude,elevation,plot_size,exposition,orientation,sand_ratio,substrate_depth,target_type,seed_density,survey_date.seeded,survey_date.2018,survey_date.2019,survey_date.2020,survey_date.2021,botanist.2018,botanist.2019,botanist.2020,botanist.2021,vegetation_cover.2018,vegetation_cover.2019,vegetation_cover.2020,vegetation_cover.2021,biomass.2019
W5_02,5,4883968,1288828,314,6,north,water,0,15,hay_meadow,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,55,80,85,80,128
W5_03,5,4883968,1288828,314,6,north,water,0,15,dry_grassland,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,65,95,85,90,803
W5_04,5,4883968,1288828,314,6,north,water,0,15,hay_meadow,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,65,75,90,90,160
W5_05,5,4883968,1288828,314,6,north,water,25,15,dry_grassland,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,55,85,90,90,192
W5_06,5,4883968,1288828,314,6,north,water,25,15,hay_meadow,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,45,80,75,80,140
W5_07,5,4883968,1288828,314,6,north,water,25,15,hay_meadow,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,70,75,90,99
W5_08,5,4883968,1288828,314,6,north,water,25,15,dry_grassland,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,65,90,80,80,720
W5_09,5,4883968,1288828,314,6,north,water,50,15,dry_grassland,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,25,50,80,90,337
W5_10,5,4883968,1288828,314,6,north,water,50,15,hay_meadow,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,65,60,70,80,98
W5_11,5,4883968,1288828,314,6,north,water,50,15,hay_meadow,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,65,65,65,80,245
W5_12,5,4883968,1288828,314,6,north,water,50,15,dry_grassland,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,60,70,70,80,76
W5_13,5,4883968,1288828,314,6,north,water,0,30,dry_grassland,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,65,75,80,90,255
W5_14,5,4883968,1288828,314,6,north,water,0,30,hay_meadow,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,80,80,90,90,288
W5_15,5,4883968,1288828,314,6,north,water,0,30,hay_meadow,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,90,65,90,90,282
W5_16,5,4883968,1288828,314,6,north,water,0,30,dry_grassland,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,80,70,85,90,160
W5_17,5,4883968,1288828,314,6,north,water,25,30,dry_grassland,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,40,60,75,80,313
W5_18,5,4883968,1288828,314,6,north,water,25,30,hay_meadow,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,45,80,80,80,44
W5_19,5,4883968,1288828,314,6,north,water,25,30,dry_grassland,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,40,75,80,90,281
W5_20,5,4883968,1288828,314,6,north,water,25,30,hay_meadow,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,50,70,80,90,91
W5_21,5,4883968,1288828,314,6,north,water,50,30,dry_grassland,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,65,90,85,90,299
W5_22,5,4883968,1288828,314,6,north,water,50,30,hay_meadow,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,50,80,85,80,172
W5_23,5,4883968,1288828,314,6,north,water,50,30,dry_grassland,8,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,60,75,90,80,496
W5_24,5,4883968,1288828,314,6,north,water,50,30,hay_meadow,4,2018-04-13,2018-07-19,2019-06-18,2020-06-11,2021-07-14,Jakob Huber,Jakob Huber,Katharina Beck,Markus Bauer,30,75,80,90,135
W6_01,6,4884032,1289197,314,6,north,water,0,15,dry_grassland,4,2018-04-13,2018-07-18,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,65,75,85,100,197
W6_02,6,4884032,1289197,314,6,north,water,0,15,hay_meadow,8,2018-04-13,2018-07-18,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,75,80,80,100,318
W6_03,6,4884032,1289197,314,6,north,water,0,15,dry_grassland,8,2018-04-13,2018-07-18,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,90,100,100,308
W6_04,6,4884032,1289197,314,6,north,water,0,15,hay_meadow,4,2018-04-13,2018-07-18,2019-06-18,2020-06-08,2021-07-15,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,70,65,80,100,227
W6_05,6,4884032,1289197,314,6,north,water,25,15,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-15,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,50,70,75,90,234
W6_06,6,4884032,1289197,314,6,north,water,25,15,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,55,70,90,94
W6_07,6,4884032,1289197,314,6,north,water,25,15,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,80,75,100,377
W6_08,6,4884032,1289197,314,6,north,water,25,15,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,40,75,80,90,134
W6_09,6,4884032,1289197,314,6,north,water,50,15,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,30,50,75,90,129
W6_10,6,4884032,1289197,314,6,north,water,50,15,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,25,75,70,90,269
W6_11,6,4884032,1289197,314,6,north,water,50,15,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,30,80,80,100,241
W6_12,6,4884032,1289197,314,6,north,water,50,15,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,30,80,85,90,225
W6_13,6,4884032,1289197,314,6,north,water,0,30,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,60,70,90,299
W6_14,6,4884032,1289197,314,6,north,water,0,30,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,70,85,90,104
W6_15,6,4884032,1289197,314,6,north,water,0,30,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,55,75,100,198
W6_16,6,4884032,1289197,314,6,north,water,0,30,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,70,60,80,100,180
W6_17,6,4884032,1289197,314,6,north,water,25,30,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,70,75,100,121
W6_18,6,4884032,1289197,314,6,north,water,25,30,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,55,65,75,90,73
W6_19,6,4884032,1289197,314,6,north,water,25,30,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,70,70,75,90,147
W6_20,6,4884032,1289197,314,6,north,water,25,30,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,60,60,65,90,134
W6_21,6,4884032,1289197,314,6,north,water,50,30,dry_grassland,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,70,85,75,100,114
W6_22,6,4884032,1289197,314,6,north,water,50,30,hay_meadow,8,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,30,70,65,70,218
W6_23,6,4884032,1289197,314,6,north,water,50,30,hay_meadow,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,20,75,65,80,62
W6_24,6,4884032,1289197,314,6,north,water,50,30,dry_grassland,4,2018-04-13,2018-07-18,2019-06-19,2020-06-08,2021-07-16,Simon Reith,Jakob Huber,Jakob Huber,Markus Bauer,25,75,80,90,559
